roi	Clusters	n_cells_cluster	pct_cluster_per_roi	ROIGroupFine	regions	Supercluster	Cluster_ID2	Supercluster2	regions2
PAG-DR	370	61	0.00432808287214418	Midbrain	Midbrain	Splatter	41	Splatter	MidB
IC	370	409	0.0126601869621742	Midbrain	Midbrain	Splatter	41	Splatter	MidB
PAG	370	65	0.00192341835828845	Midbrain	Midbrain	Splatter	41	Splatter	MidB
MG	370	10	0.000702938282018839	Thalamus	Thalamus	Splatter	41	Splatter	Thal
CMN	370	3	7.82656335603037e-05	Amygdala	Amygdala	Splatter	41	Splatter	Amyg
PB	370	11	0.000455392258331608	Pons	Pons	Splatter	41	Splatter	Pons
ETH	370	6	0.000246639536317672	Thalamus	Thalamus	Splatter	41	Splatter	Thal
DTg	370	3	0.000114964552596283	Pons	Pons	Splatter	41	Splatter	Pons
CbDN	370	1	1.92141416082237e-05	Cerebellum	Cerebellum	Splatter	41	Splatter	CBL
PnRF	370	2	4.03942478591049e-05	Pons	Pons	Splatter	41	Splatter	Pons
PnEN	370	2	4.21798549012991e-05	Pons	Pons	Splatter	41	Splatter	Pons
Pul	370	1	2.1527134953609e-05	Thalamus	Thalamus	Splatter	41	Splatter	Thal
MoAN	370	1	3.67511944138184e-05	Myelencephalon	Medulla	Splatter	41	Splatter	Medul
MN	370	1	3.55176700408453e-05	Hypothalamus	Hypothalamus	Splatter	41	Splatter	HTH
SpC	370	1	4.13393964448119e-05	SpinalCord	SpC	Splatter	41	Splatter	SC
AON	370	1	3.2020493115594e-05	CerebralCortex	Paleo_cortex	Splatter	41	Splatter	PalCx
SC	371	372	0.0124385595345571	Midbrain	Midbrain	Splatter	42	Splatter	MidB
IC	371	24	0.0007428960564601	Midbrain	Midbrain	Splatter	42	Splatter	MidB
CbDN	371	1	1.92141416082237e-05	Cerebellum	Cerebellum	Splatter	42	Splatter	CBL
PAG-DR	371	1	7.09521782318717e-05	Midbrain	Midbrain	Splatter	42	Splatter	MidB
MG	372	585	0.0411218894981021	Thalamus	Thalamus	Thalamic excitatory	1	ThalExc	Thal
PTR	372	1057	0.0408502415458937	Midbrain	Midbrain	Thalamic excitatory	1	ThalExc	MidB
SN	372	40	0.000672212419124443	Midbrain	Midbrain	Thalamic excitatory	1	ThalExc	MidB
CM	372	122	0.00942521631644005	Thalamus	Thalamus	Thalamic excitatory	1	ThalExc	Thal
SN-RN	372	259	0.00527387497454694	Midbrain	Midbrain	Thalamic excitatory	1	ThalExc	MidB
CM-Pf	372	191	0.0078426541841176	Thalamus	Thalamus	Thalamic excitatory	1	ThalExc	Thal
LG	372	160	0.00327493040772884	Thalamus	Thalamus	Thalamic excitatory	1	ThalExc	Thal
MD	372	3	0.000143430866322433	Thalamus	Thalamus	Thalamic excitatory	1	ThalExc	Thal
Pul	372	7	0.000150689944675263	Thalamus	Thalamus	Thalamic excitatory	1	ThalExc	Thal
BNST	372	1	2.86262273494976e-05	Amygdala	Amygdala	Thalamic excitatory	1	ThalExc	Amyg
PAG	372	1	2.95910516659762e-05	Midbrain	Midbrain	Thalamic excitatory	1	ThalExc	MidB
ETH	372	59	0.00242528877379044	Thalamus	Thalamus	Thalamic excitatory	1	ThalExc	Thal
M1C	372	65	0.000557576173483393	CerebralCortex	Frontal_cortex	Thalamic excitatory	1	ThalExc	FrCx
PAG-DR	372	20	0.00141904356463743	Midbrain	Midbrain	Thalamic excitatory	1	ThalExc	MidB
VLN	372	5	0.000184426985356497	Thalamus	Thalamus	Thalamic excitatory	1	ThalExc	Thal
ANC	372	5	0.000159708691346983	Thalamus	Thalamus	Thalamic excitatory	1	ThalExc	Thal
MD-Re	372	4	0.000298908982214916	Thalamus	Thalamus	Thalamic excitatory	1	ThalExc	Thal
IC	372	2	6.19080047050084e-05	Midbrain	Midbrain	Thalamic excitatory	1	ThalExc	MidB
SC	372	1	3.34369879961213e-05	Midbrain	Midbrain	Thalamic excitatory	1	ThalExc	MidB
LP-VPL	372	5	0.00028312570781427	Thalamus	Thalamus	Thalamic excitatory	1	ThalExc	Thal
Pir	372	1	2.70701930104762e-05	CerebralCortex	Paleo_cortex	Thalamic excitatory	1	ThalExc	PalCx
PTR	373	1162	0.0449082125603865	Midbrain	Midbrain	Splatter	43	Splatter	MidB
CM-Pf	373	311	0.0127699761846103	Thalamus	Thalamus	Splatter	43	Splatter	Thal
SN-RN	373	349	0.0071064956220729	Midbrain	Midbrain	Splatter	43	Splatter	MidB
MG	373	462	0.0324757486292704	Thalamus	Thalamus	Splatter	43	Splatter	Thal
CM	373	100	0.00772558714462299	Thalamus	Thalamus	Splatter	43	Splatter	Thal
PAG	373	302	0.00893649760312482	Midbrain	Midbrain	Splatter	43	Splatter	MidB
ETH	373	313	0.0128663624779052	Thalamus	Thalamus	Splatter	43	Splatter	Thal
PAG-DR	373	135	0.00957854406130268	Midbrain	Midbrain	Splatter	43	Splatter	MidB
SN	373	201	0.00337786740610033	Midbrain	Midbrain	Splatter	43	Splatter	MidB
PnEN	373	14	0.000295258984309094	Pons	Pons	Splatter	43	Splatter	Pons
ANC	373	14	0.000447184335771553	Thalamus	Thalamus	Splatter	43	Splatter	Thal
SC	373	16	0.000534991807937941	Midbrain	Midbrain	Splatter	43	Splatter	MidB
Pul	373	26	0.000559705508793835	Thalamus	Thalamus	Splatter	43	Splatter	Thal
HTHtub	373	1	7.59128520458514e-05	Hypothalamus	Hypothalamus	Splatter	43	Splatter	HTH
MoSR	373	1	7.34052704984218e-05	Myelencephalon	Medulla	Splatter	43	Splatter	Medul
LG	373	44	0.00090060586212543	Thalamus	Thalamus	Splatter	43	Splatter	Thal
CEN	373	4	9.36790088760861e-05	Amygdala	Amygdala	Splatter	43	Splatter	Amyg
DGR-CA4Rpy	373	2	6.71591672263264e-05	Hippocampus	Hippocampus	Splatter	43	Splatter	HC
HTHpo-HTHso	373	13	0.000649123683027912	Hypothalamus	Hypothalamus	Splatter	43	Splatter	HTH
PB	373	3	0.000124197888635893	Pons	Pons	Splatter	43	Splatter	Pons
HTHpo	373	1	6.67601308498565e-05	Hypothalamus	Hypothalamus	Splatter	43	Splatter	HTH
VLN	373	7	0.000258197779499096	Thalamus	Thalamus	Splatter	43	Splatter	Thal
PnRF	373	2	4.03942478591049e-05	Pons	Pons	Splatter	43	Splatter	Pons
IC	373	10	0.000309540023525042	Midbrain	Midbrain	Splatter	43	Splatter	MidB
HTHma	373	2	0.000198039409842559	Hypothalamus	Hypothalamus	Splatter	43	Splatter	HTH
BNST	373	9	0.000257636046145479	Amygdala	Amygdala	Splatter	43	Splatter	Amyg
CMN	373	11	0.000286973989721113	Amygdala	Amygdala	Splatter	43	Splatter	Amyg
PnAN	373	2	8.56567733093494e-05	Pons	Pons	Splatter	43	Splatter	Pons
HTHma-HTHtub	373	1	5.33959846219564e-05	Hypothalamus	Hypothalamus	Splatter	43	Splatter	HTH
DTg	373	2	7.66430350641885e-05	Pons	Pons	Splatter	43	Splatter	Pons
MD-Re	373	18	0.00134509041996712	Thalamus	Thalamus	Splatter	43	Splatter	Thal
GPe	373	2	3.93468424158961e-05	BasalForebrain	Basal_Forebrain	Splatter	43	Splatter	BasFB
HTHso-HTHtub	373	1	5.96908016474661e-05	Hypothalamus	Hypothalamus	Splatter	43	Splatter	HTH
BM	373	2	6.43293663557414e-05	Amygdala	Amygdala	Splatter	43	Splatter	Amyg
DTg	374	144	0.00551829852462158	Pons	Pons	Splatter	44	Splatter	Pons
PTR	374	270	0.0104347826086957	Midbrain	Midbrain	Splatter	44	Splatter	MidB
PB	374	1117	0.0462430138687642	Pons	Pons	Splatter	44	Splatter	Pons
MoRF-MoEN	374	13	0.000562283737024222	Myelencephalon	Medulla	Splatter	44	Splatter	Medul
PAG	374	39	0.00115405101497307	Midbrain	Midbrain	Splatter	44	Splatter	MidB
MoAN	374	6	0.000220507166482911	Myelencephalon	Medulla	Splatter	44	Splatter	Medul
PnAN	374	28	0.00119919482633089	Pons	Pons	Splatter	44	Splatter	Pons
PAG-DR	374	14	0.000993330495246204	Midbrain	Midbrain	Splatter	44	Splatter	MidB
SC	374	3	0.000100310963988364	Midbrain	Midbrain	Splatter	44	Splatter	MidB
PnEN	374	6	0.000126539564703897	Pons	Pons	Splatter	44	Splatter	Pons
PnRF	374	2	4.03942478591049e-05	Pons	Pons	Splatter	44	Splatter	Pons
IO	374	14	0.000650134670753228	Myelencephalon	Medulla	Splatter	44	Splatter	Medul
HTHso-HTHtub	374	1	5.96908016474661e-05	Hypothalamus	Hypothalamus	Splatter	44	Splatter	HTH
ETH	374	5	0.000205532946931393	Thalamus	Thalamus	Splatter	44	Splatter	Thal
CEN	374	2	4.68395044380431e-05	Amygdala	Amygdala	Splatter	44	Splatter	Amyg
ANC	374	1	3.19417382693966e-05	Thalamus	Thalamus	Splatter	44	Splatter	Thal
HTHma-HTHtub	374	1	5.33959846219564e-05	Hypothalamus	Hypothalamus	Splatter	44	Splatter	HTH
ETH	375	2132	0.087639248571546	Thalamus	Thalamus	Splatter	45	Splatter	Thal
MD-Re	375	411	0.0307128979225826	Thalamus	Thalamus	Splatter	45	Splatter	Thal
PAG-DR	375	91	0.00645664821910033	Midbrain	Midbrain	Splatter	45	Splatter	MidB
ANC	375	6	0.00019165042961638	Thalamus	Thalamus	Splatter	45	Splatter	Thal
PTR	375	28	0.00108212560386473	Midbrain	Midbrain	Splatter	45	Splatter	MidB
MD	375	24	0.00114744693057946	Thalamus	Thalamus	Splatter	45	Splatter	Thal
CM	375	28	0.00216316440049444	Thalamus	Thalamus	Splatter	45	Splatter	Thal
CM-Pf	375	2	8.21220333415455e-05	Thalamus	Thalamus	Splatter	45	Splatter	Thal
MoAN	375	1	3.67511944138184e-05	Myelencephalon	Medulla	Splatter	45	Splatter	Medul
DTg	375	2	7.66430350641885e-05	Pons	Pons	Splatter	45	Splatter	Pons
SC	375	28	0.000936235663891397	Midbrain	Midbrain	Splatter	45	Splatter	MidB
LG	375	1	2.04683150483052e-05	Thalamus	Thalamus	Splatter	45	Splatter	Thal
Pul	375	1	2.1527134953609e-05	Thalamus	Thalamus	Splatter	45	Splatter	Thal
MoSR	375	1	7.34052704984218e-05	Myelencephalon	Medulla	Splatter	45	Splatter	Medul
PAG	375	2	5.91821033319524e-05	Midbrain	Midbrain	Splatter	45	Splatter	MidB
PB	375	1	4.13992962119644e-05	Pons	Pons	Splatter	45	Splatter	Pons
IC	375	1	3.09540023525042e-05	Midbrain	Midbrain	Splatter	45	Splatter	MidB
M1C	375	1	8.57809497666758e-06	CerebralCortex	Frontal_cortex	Splatter	45	Splatter	FrCx
BNST	375	1	2.86262273494976e-05	Amygdala	Amygdala	Splatter	45	Splatter	Amyg
HTHso-HTHtub	376	378	0.0225631230227422	Hypothalamus	Hypothalamus	Splatter	46	Splatter	HTH
ANC	376	55	0.00175679560481681	Thalamus	Thalamus	Splatter	46	Splatter	Thal
SN-RN	376	465	0.00946854001221747	Midbrain	Midbrain	Splatter	46	Splatter	MidB
HTHtub	376	99	0.00751537235253929	Hypothalamus	Hypothalamus	Splatter	46	Splatter	HTH
SN	376	118	0.00198302663641711	Midbrain	Midbrain	Splatter	46	Splatter	MidB
HTHma	376	449	0.0444598475096544	Hypothalamus	Hypothalamus	Splatter	46	Splatter	HTH
CM-Pf	376	97	0.00398291861706496	Thalamus	Thalamus	Splatter	46	Splatter	Thal
PTR	376	52	0.00200966183574879	Midbrain	Midbrain	Splatter	46	Splatter	MidB
DTg	376	5	0.000191607587660471	Pons	Pons	Splatter	46	Splatter	Pons
ETH	376	4	0.000164426357545115	Thalamus	Thalamus	Splatter	46	Splatter	Thal
HTHpo	376	117	0.00781093530943321	Hypothalamus	Hypothalamus	Splatter	46	Splatter	HTH
RN	376	21	0.0044548154433602	Midbrain	Midbrain	Splatter	46	Splatter	MidB
HTHma-HTHtub	376	93	0.00496582656984195	Hypothalamus	Hypothalamus	Splatter	46	Splatter	HTH
HTHpo-HTHso	376	151	0.00753982124132421	Hypothalamus	Hypothalamus	Splatter	46	Splatter	HTH
PAG-DR	376	234	0.016602809706258	Midbrain	Midbrain	Splatter	46	Splatter	MidB
STH	376	8	0.000396786033131634	Thalamus	Thalamus	Splatter	46	Splatter	Thal
PAG	376	71	0.00210096466828431	Midbrain	Midbrain	Splatter	46	Splatter	MidB
IC	376	12	0.00037144802823005	Midbrain	Midbrain	Splatter	46	Splatter	MidB
PnRF	376	23	0.000464533850379706	Pons	Pons	Splatter	46	Splatter	Pons
VLN	376	3	0.000110656191213898	Thalamus	Thalamus	Splatter	46	Splatter	Thal
SI	376	7	0.0001832220913493	BasalForebrain	Basal_Forebrain	Splatter	46	Splatter	BasFB
PB	376	40	0.00165597184847858	Pons	Pons	Splatter	46	Splatter	Pons
MN	376	26	0.000923459421061978	Hypothalamus	Hypothalamus	Splatter	46	Splatter	HTH
BNST	376	28	0.000801534365785933	Amygdala	Amygdala	Splatter	46	Splatter	Amyg
PnEN	376	8	0.000168719419605197	Pons	Pons	Splatter	46	Splatter	Pons
PnAN	376	1	4.28283866546747e-05	Pons	Pons	Splatter	46	Splatter	Pons
MoSR	376	1	7.34052704984218e-05	Myelencephalon	Medulla	Splatter	46	Splatter	Medul
MoAN	376	1	3.67511944138184e-05	Myelencephalon	Medulla	Splatter	46	Splatter	Medul
SEP	376	1	2.4500796275879e-05	BasalForebrain	Basal_Forebrain	Splatter	46	Splatter	BasFB
LG	376	1	2.04683150483052e-05	Thalamus	Thalamus	Splatter	46	Splatter	Thal
MG	376	3	0.000210881484605652	Thalamus	Thalamus	Splatter	46	Splatter	Thal
SC	376	1	3.34369879961213e-05	Midbrain	Midbrain	Splatter	46	Splatter	MidB
ANC	377	601	0.0191969846999074	Thalamus	Thalamus	Splatter	47	Splatter	Thal
BNST	377	630	0.0180345232301835	Amygdala	Amygdala	Splatter	47	Splatter	Amyg
HTHso-HTHtub	377	120	0.00716289619769594	Hypothalamus	Hypothalamus	Splatter	47	Splatter	HTH
HTHpo	377	281	0.0187595967688097	Hypothalamus	Hypothalamus	Splatter	47	Splatter	HTH
SEP	377	28	0.000686022295724611	BasalForebrain	Basal_Forebrain	Splatter	47	Splatter	BasFB
LG	377	3	6.14049451449157e-05	Thalamus	Thalamus	Splatter	47	Splatter	Thal
SI	377	16	0.000418793351655542	BasalForebrain	Basal_Forebrain	Splatter	47	Splatter	BasFB
HTHpo-HTHso	377	239	0.0119338892495132	Hypothalamus	Hypothalamus	Splatter	47	Splatter	HTH
CEN	377	3	7.02592566570646e-05	Amygdala	Amygdala	Splatter	47	Splatter	Amyg
MD-Re	377	2	0.000149454491107458	Thalamus	Thalamus	Splatter	47	Splatter	Thal
HTHma-HTHtub	377	1	5.33959846219564e-05	Hypothalamus	Hypothalamus	Splatter	47	Splatter	HTH
ETH	377	2	8.22131787725573e-05	Thalamus	Thalamus	Splatter	47	Splatter	Thal
MD	377	3	0.000143430866322433	Thalamus	Thalamus	Splatter	47	Splatter	Thal
HTHtub	377	5	0.000379564260229257	Hypothalamus	Hypothalamus	Splatter	47	Splatter	HTH
BM	377	2	6.43293663557414e-05	Amygdala	Amygdala	Splatter	47	Splatter	Amyg
HTHma	377	3	0.000297059114763838	Hypothalamus	Hypothalamus	Splatter	47	Splatter	HTH
PN	377	1	2.97256324128296e-05	Pons	Pons	Splatter	47	Splatter	Pons
AON	377	1	3.2020493115594e-05	CerebralCortex	Paleo_cortex	Splatter	47	Splatter	PalCx
SN	377	4	6.72212419124443e-05	Midbrain	Midbrain	Splatter	47	Splatter	MidB
CM-Pf	377	2	8.21220333415455e-05	Thalamus	Thalamus	Splatter	47	Splatter	Thal
CMN	377	2	5.21770890402025e-05	Amygdala	Amygdala	Splatter	47	Splatter	Amyg
GPe	377	2	3.93468424158961e-05	BasalForebrain	Basal_Forebrain	Splatter	47	Splatter	BasFB
SC	377	3	0.000100310963988364	Midbrain	Midbrain	Splatter	47	Splatter	MidB
PnEN	377	3	6.32697823519487e-05	Pons	Pons	Splatter	47	Splatter	Pons
PTR	377	2	7.72946859903382e-05	Midbrain	Midbrain	Splatter	47	Splatter	MidB
PAG	377	1	2.95910516659762e-05	Midbrain	Midbrain	Splatter	47	Splatter	MidB
VA	377	2	0.000233290563396711	Thalamus	Thalamus	Splatter	47	Splatter	Thal
DGR-CA4Rpy	377	1	3.35795836131632e-05	Hippocampus	Hippocampus	Splatter	47	Splatter	HC
STH	377	1	4.95982541414542e-05	Thalamus	Thalamus	Splatter	47	Splatter	Thal
BNST	378	137	0.00392179314688117	Amygdala	Amygdala	Splatter	48	Splatter	Amyg
PAG-DR	378	2	0.000141904356463743	Midbrain	Midbrain	Splatter	48	Splatter	MidB
ANC	378	89	0.0028428147059763	Thalamus	Thalamus	Splatter	48	Splatter	Thal
HTHpo	378	59	0.00393884772014153	Hypothalamus	Hypothalamus	Splatter	48	Splatter	HTH
HTHtub	378	8	0.000607302816366811	Hypothalamus	Hypothalamus	Splatter	48	Splatter	HTH
HTHso-HTHtub	378	21	0.00125350683459679	Hypothalamus	Hypothalamus	Splatter	48	Splatter	HTH
HTHpo-HTHso	378	18	0.000898786638038648	Hypothalamus	Hypothalamus	Splatter	48	Splatter	HTH
HTHma-HTHtub	378	2	0.000106791969243913	Hypothalamus	Hypothalamus	Splatter	48	Splatter	HTH
SI	378	31	0.000811412118832614	BasalForebrain	Basal_Forebrain	Splatter	48	Splatter	BasFB
SEP	378	83	0.00203356609089795	BasalForebrain	Basal_Forebrain	Splatter	48	Splatter	BasFB
ETH	378	8	0.000328852715090229	Thalamus	Thalamus	Splatter	48	Splatter	Thal
HTHma	378	2	0.000198039409842559	Hypothalamus	Hypothalamus	Splatter	48	Splatter	HTH
NAC	378	9	0.00029868578255675	BasalForebrain	Basal_Forebrain	Splatter	48	Splatter	BasFB
PTR	378	4	0.000154589371980676	Midbrain	Midbrain	Splatter	48	Splatter	MidB
BL	378	3	8.50219640073686e-05	Amygdala	Amygdala	Splatter	48	Splatter	Amyg
La	378	1	3.45017940932929e-05	Amygdala	Amygdala	Splatter	48	Splatter	Amyg
AON	378	1	3.2020493115594e-05	CerebralCortex	Paleo_cortex	Splatter	48	Splatter	PalCx
IC	378	1	3.09540023525042e-05	Midbrain	Midbrain	Splatter	48	Splatter	MidB
CEN	378	2	4.68395044380431e-05	Amygdala	Amygdala	Splatter	48	Splatter	Amyg
Pir	378	3	8.12105790314285e-05	CerebralCortex	Paleo_cortex	Splatter	48	Splatter	PalCx
GPe	378	1	1.96734212079481e-05	BasalForebrain	Basal_Forebrain	Splatter	48	Splatter	BasFB
CMN	378	2	5.21770890402025e-05	Amygdala	Amygdala	Splatter	48	Splatter	Amyg
MD	378	1	4.78102887741442e-05	Thalamus	Thalamus	Splatter	48	Splatter	Thal
MD-Re	378	1	7.47272455537289e-05	Thalamus	Thalamus	Splatter	48	Splatter	Thal
VLN	378	1	3.68853970712995e-05	Thalamus	Thalamus	Splatter	48	Splatter	Thal
VA	378	2	0.000233290563396711	Thalamus	Thalamus	Splatter	48	Splatter	Thal
SC	378	1	3.34369879961213e-05	Midbrain	Midbrain	Splatter	48	Splatter	MidB
PnAN	379	6	0.000256970319928048	Pons	Pons	Splatter	49	Splatter	Pons
PnEN	379	54	0.00113885608233508	Pons	Pons	Splatter	49	Splatter	Pons
DTg	379	38	0.00145621766621958	Pons	Pons	Splatter	49	Splatter	Pons
PnRF	379	21	0.000424139602520601	Pons	Pons	Splatter	49	Splatter	Pons
MoAN	379	1	3.67511944138184e-05	Myelencephalon	Medulla	Splatter	49	Splatter	Medul
MoSR	380	433	0.0317844821258166	Myelencephalon	Medulla	Splatter	50	Splatter	Medul
PB	380	750	0.0310494721589733	Pons	Pons	Splatter	50	Splatter	Pons
MoRF-MoEN	380	809	0.0349913494809689	Myelencephalon	Medulla	Splatter	50	Splatter	Medul
PnEN	380	1110	0.023409819470221	Pons	Pons	Splatter	50	Splatter	Pons
DTg	380	656	0.0251389155010538	Pons	Pons	Splatter	50	Splatter	Pons
MoAN	380	394	0.0144799705990445	Myelencephalon	Medulla	Splatter	50	Splatter	Medul
PAG	380	33	0.000976504704977215	Midbrain	Midbrain	Splatter	50	Splatter	MidB
PnRF	380	290	0.00585716593957021	Pons	Pons	Splatter	50	Splatter	Pons
PnAN	380	163	0.00698102702471198	Pons	Pons	Splatter	50	Splatter	Pons
SpC	380	54	0.00223232740801984	SpinalCord	SpC	Splatter	50	Splatter	SC
IO	380	12	0.000557258289217052	Myelencephalon	Medulla	Splatter	50	Splatter	Medul
PAG-DR	380	5	0.000354760891159359	Midbrain	Midbrain	Splatter	50	Splatter	MidB
CbDN	380	15	0.000288212124123355	Cerebellum	Cerebellum	Splatter	50	Splatter	CBL
ANC	380	5	0.000159708691346983	Thalamus	Thalamus	Splatter	50	Splatter	Thal
M1C	380	1	8.57809497666758e-06	CerebralCortex	Frontal_cortex	Splatter	50	Splatter	FrCx
PTR	380	3	0.000115942028985507	Midbrain	Midbrain	Splatter	50	Splatter	MidB
CBV	380	2	2.78264741074658e-05	Cerebellum	Cerebellum	Splatter	50	Splatter	CBL
IC	380	8	0.000247632018820033	Midbrain	Midbrain	Splatter	50	Splatter	MidB
CBL	380	1	3.56786071071785e-05	Cerebellum	Cerebellum	Splatter	50	Splatter	CBL
HTHpo-HTHso	380	3	0.000149797773006441	Hypothalamus	Hypothalamus	Splatter	50	Splatter	HTH
VLN	380	1	3.68853970712995e-05	Thalamus	Thalamus	Splatter	50	Splatter	Thal
DTg	381	526	0.0201571182218816	Pons	Pons	Splatter	51	Splatter	Pons
PB	381	465	0.0192506727385634	Pons	Pons	Splatter	51	Splatter	Pons
PnEN	381	250	0.00527248186266239	Pons	Pons	Splatter	51	Splatter	Pons
PnRF	381	47	0.000949264824688964	Pons	Pons	Splatter	51	Splatter	Pons
PAG	381	145	0.00429070249156655	Midbrain	Midbrain	Splatter	51	Splatter	MidB
SN-RN	381	84	0.0017104459376909	Midbrain	Midbrain	Splatter	51	Splatter	MidB
PAG-DR	381	3	0.000212856534695615	Midbrain	Midbrain	Splatter	51	Splatter	MidB
IO	381	2	9.28763815361753e-05	Myelencephalon	Medulla	Splatter	51	Splatter	Medul
PnAN	381	7	0.000299798706582723	Pons	Pons	Splatter	51	Splatter	Pons
HTHpo-HTHso	381	1	4.99325910021471e-05	Hypothalamus	Hypothalamus	Splatter	51	Splatter	HTH
MoRF-MoEN	381	2	8.65051903114187e-05	Myelencephalon	Medulla	Splatter	51	Splatter	Medul
HTHma-HTHtub	381	1	5.33959846219564e-05	Hypothalamus	Hypothalamus	Splatter	51	Splatter	HTH
IC	381	6	0.000185724014115025	Midbrain	Midbrain	Splatter	51	Splatter	MidB
MoSR	381	2	0.000146810540996844	Myelencephalon	Medulla	Splatter	51	Splatter	Medul
MoAN	381	1	3.67511944138184e-05	Myelencephalon	Medulla	Splatter	51	Splatter	Medul
CBV	381	1	1.39132370537329e-05	Cerebellum	Cerebellum	Splatter	51	Splatter	CBL
HTHma	381	1	9.90197049212793e-05	Hypothalamus	Hypothalamus	Splatter	51	Splatter	HTH
ANC	382	79	0.00252339732328233	Thalamus	Thalamus	Splatter	52	Splatter	Thal
SI	382	101	0.00264363303232561	BasalForebrain	Basal_Forebrain	Splatter	52	Splatter	BasFB
CEN	382	37	0.000866530832103796	Amygdala	Amygdala	Splatter	52	Splatter	Amyg
BNST	382	140	0.00400767182892967	Amygdala	Amygdala	Splatter	52	Splatter	Amyg
HTHpo	382	96	0.00640897256158622	Hypothalamus	Hypothalamus	Splatter	52	Splatter	HTH
CMN	382	52	0.00135660431504526	Amygdala	Amygdala	Splatter	52	Splatter	Amyg
GPi	382	10	0.000294394724446538	BasalForebrain	Basal_Forebrain	Splatter	52	Splatter	BasFB
SN	382	19	0.000319300899084111	Midbrain	Midbrain	Splatter	52	Splatter	MidB
GPe	382	37	0.000727916584694078	BasalForebrain	Basal_Forebrain	Splatter	52	Splatter	BasFB
HTHpo-HTHso	382	94	0.00469366355420183	Hypothalamus	Hypothalamus	Splatter	52	Splatter	HTH
PTR	382	1	3.86473429951691e-05	Midbrain	Midbrain	Splatter	52	Splatter	MidB
HTHso-HTHtub	382	15	0.000895362024711992	Hypothalamus	Hypothalamus	Splatter	52	Splatter	HTH
VLN	382	1	3.68853970712995e-05	Thalamus	Thalamus	Splatter	52	Splatter	Thal
Pir	382	3	8.12105790314285e-05	CerebralCortex	Paleo_cortex	Splatter	52	Splatter	PalCx
HTHma-HTHtub	382	5	0.000266979923109782	Hypothalamus	Hypothalamus	Splatter	52	Splatter	HTH
MN	382	1	3.55176700408453e-05	Hypothalamus	Hypothalamus	Splatter	52	Splatter	HTH
VA	382	3	0.000349935845095066	Thalamus	Thalamus	Splatter	52	Splatter	Thal
SEP	382	4	9.80031851035159e-05	BasalForebrain	Basal_Forebrain	Splatter	52	Splatter	BasFB
NAC	382	2	6.63746183459445e-05	BasalForebrain	Basal_Forebrain	Splatter	52	Splatter	BasFB
HTHtub	382	6	0.000455477112275108	Hypothalamus	Hypothalamus	Splatter	52	Splatter	HTH
AON	382	1	3.2020493115594e-05	CerebralCortex	Paleo_cortex	Splatter	52	Splatter	PalCx
Pu	382	2	5.81125058112506e-05	BasalForebrain	Basal_Forebrain	Splatter	52	Splatter	BasFB
STH	382	1	4.95982541414542e-05	Thalamus	Thalamus	Splatter	52	Splatter	Thal
A35-A36	382	3	0.000126411596157087	CerebralCortex	Temporal_cortex	Splatter	52	Splatter	TempCx
PAG-DR	383	230	0.0163190009933305	Midbrain	Midbrain	Splatter	53	Splatter	MidB
RN	383	113	0.0239711497666525	Midbrain	Midbrain	Splatter	53	Splatter	MidB
PAG	383	102	0.00301828726992957	Midbrain	Midbrain	Splatter	53	Splatter	MidB
SN-RN	383	495	0.0100794135613928	Midbrain	Midbrain	Splatter	53	Splatter	MidB
CM-Pf	383	247	0.0101420711176809	Thalamus	Thalamus	Splatter	53	Splatter	Thal
MN	383	688	0.0244361569881016	Hypothalamus	Hypothalamus	Splatter	53	Splatter	HTH
HTHma	383	1428	0.141400138627587	Hypothalamus	Hypothalamus	Splatter	53	Splatter	HTH
PB	383	2	8.27985924239288e-05	Pons	Pons	Splatter	53	Splatter	Pons
HTHma-HTHtub	383	612	0.0326783425886373	Hypothalamus	Hypothalamus	Splatter	53	Splatter	HTH
PTR	383	9	0.000347826086956522	Midbrain	Midbrain	Splatter	53	Splatter	MidB
PnEN	383	2	4.21798549012991e-05	Pons	Pons	Splatter	53	Splatter	Pons
MoAN	383	1	3.67511944138184e-05	Myelencephalon	Medulla	Splatter	53	Splatter	Medul
IC	383	21	0.000650034049402588	Midbrain	Midbrain	Splatter	53	Splatter	MidB
CM	383	5	0.00038627935723115	Thalamus	Thalamus	Splatter	53	Splatter	Thal
SC	383	7	0.000234058915972849	Midbrain	Midbrain	Splatter	53	Splatter	MidB
MoRF-MoEN	383	9	0.000389273356401384	Myelencephalon	Medulla	Splatter	53	Splatter	Medul
HTHtub	383	5	0.000379564260229257	Hypothalamus	Hypothalamus	Splatter	53	Splatter	HTH
