roi	Clusters	n_cells_cluster	pct_cluster_per_roi	ROIGroupFine	regions	Supercluster	Cluster_ID2	Supercluster2	regions2
GPe	3	13	0.000255754475703325	BasalForebrain	Basal_Forebrain	Miscellaneous	4	Misc	BasFB
SEP	3	17	0.000416513536689942	BasalForebrain	Basal_Forebrain	Miscellaneous	4	Misc	BasFB
A13	3	2	5.72754088032303e-05	CerebralCortex	Frontal_cortex	Miscellaneous	4	Misc	FrCx
BNST	3	5	0.000143131136747488	Amygdala	Amygdala	Miscellaneous	4	Misc	Amyg
CBL	3	2	7.13572142143571e-05	Cerebellum	Cerebellum	Miscellaneous	4	Misc	CBL
DTg	3	2	7.66430350641885e-05	Pons	Pons	Miscellaneous	4	Misc	Pons
MD	3	6	0.000286861732644865	Thalamus	Thalamus	Miscellaneous	4	Misc	Thal
BL	3	2	5.66813093382457e-05	Amygdala	Amygdala	Miscellaneous	4	Misc	Amyg
STH	3	14	0.000694375557980359	Thalamus	Thalamus	Miscellaneous	4	Misc	Thal
A44-A45	3	3	7.84129224496197e-05	CerebralCortex	Frontal_cortex	Miscellaneous	4	Misc	FrCx
A40	3	1	2.56062274345121e-05	CerebralCortex	Parietal_cortex	Miscellaneous	4	Misc	ParCx
LP	3	10	0.000382087727342198	Thalamus	Thalamus	Miscellaneous	4	Misc	Thal
BM	3	2	6.43293663557414e-05	Amygdala	Amygdala	Miscellaneous	4	Misc	Amyg
PB	3	2	8.27985924239288e-05	Pons	Pons	Miscellaneous	4	Misc	Pons
HTHma-HTHtub	3	2	0.000106791969243913	Hypothalamus	Hypothalamus	Miscellaneous	4	Misc	HTH
CM	3	8	0.000618046971569839	Thalamus	Thalamus	Miscellaneous	4	Misc	Thal
IO	3	5	0.000232190953840438	Myelencephalon	Medulla	Miscellaneous	4	Misc	Medul
STG	3	2	4.93035868359423e-05	CerebralCortex	Temporal_cortex	Miscellaneous	4	Misc	TempCx
CoA	3	3	0.000278344776396363	Amygdala	Amygdala	Miscellaneous	4	Misc	Amyg
RN	3	2	0.000424268137462877	Midbrain	Midbrain	Miscellaneous	4	Misc	MidB
A5-A7	3	1	2.8336639274582e-05	CerebralCortex	Parietal_cortex	Miscellaneous	4	Misc	ParCx
DGR-CA4Rpy	3	5	0.000167897918065816	Hippocampus	Hippocampus	Miscellaneous	4	Misc	HC
CEN	3	5	0.000117098761095108	Amygdala	Amygdala	Miscellaneous	4	Misc	Amyg
S1C	3	2	5.23724730281764e-05	CerebralCortex	Parietal_cortex	Miscellaneous	4	Misc	ParCx
DGU-CA4Upy	3	3	8.48656294200849e-05	Hippocampus	Hippocampus	Miscellaneous	4	Misc	HC
PAG-DR	3	2	0.000141904356463743	Midbrain	Midbrain	Miscellaneous	4	Misc	MidB
CaB	3	2	6.12032560132199e-05	BasalForebrain	Basal_Forebrain	Miscellaneous	4	Misc	BasFB
CA1C-CA3C	3	1	2.71105568508377e-05	Hippocampus	Hippocampus	Miscellaneous	4	Misc	HC
CBV	3	3	4.17397111611988e-05	Cerebellum	Cerebellum	Miscellaneous	4	Misc	CBL
V2	3	1	3.06391322997733e-05	CerebralCortex	Occipital_cortex	Miscellaneous	4	Misc	OccCx
A32	3	1	4.03095775556272e-05	CerebralCortex	Frontal_cortex	Miscellaneous	4	Misc	FrCx
IC	3	1	3.09540023525042e-05	Midbrain	Midbrain	Miscellaneous	4	Misc	MidB
FI	3	1	2.8613121977739e-05	CerebralCortex	Frontal_cortex	Miscellaneous	4	Misc	FrCx
CA4C-DGC	3	3	5.32226302623876e-05	Hippocampus	Hippocampus	Miscellaneous	4	Misc	HC
A43	3	4	9.33837605640379e-05	CerebralCortex	Parietal_cortex	Miscellaneous	4	Misc	ParCx
M1C	3	2	1.71561899533352e-05	CerebralCortex	Frontal_cortex	Miscellaneous	4	Misc	FrCx
CMN	3	2	5.21770890402025e-05	Amygdala	Amygdala	Miscellaneous	4	Misc	Amyg
V1C	3	1	2.98650101541035e-05	CerebralCortex	Occipital_cortex	Miscellaneous	4	Misc	OccCx
A23	3	1	2.82813427981561e-05	CerebralCortex	Limbic_cortex	Miscellaneous	4	Misc	LimCx
MoSR	3	3	0.000220215811495265	Myelencephalon	Medulla	Miscellaneous	4	Misc	Medul
NAC	3	1	3.31873091729723e-05	BasalForebrain	Basal_Forebrain	Miscellaneous	4	Misc	BasFB
SI	3	3	7.85237534354142e-05	BasalForebrain	Basal_Forebrain	Miscellaneous	4	Misc	BasFB
ACC	3	1	3.10974282426843e-05	CerebralCortex	Limbic_cortex	Miscellaneous	4	Misc	LimCx
LEC	3	1	3.0539013589861e-05	CerebralCortex	Temporal_cortex	Miscellaneous	4	Misc	TempCx
ITG	3	1	3.38730438317187e-05	CerebralCortex	Temporal_cortex	Miscellaneous	4	Misc	TempCx
A14	3	1	6.96767001114827e-05	CerebralCortex	Frontal_cortex	Miscellaneous	4	Misc	FrCx
PTR	3	1	3.86473429951691e-05	Midbrain	Midbrain	Miscellaneous	4	Misc	MidB
A19	3	1	3.36995349464177e-05	CerebralCortex	Occipital_cortex	Miscellaneous	4	Misc	OccCx
SpC	4	237	0.00979743695742042	SpinalCord	SpC	Microglia	1	MiG	SC
PN	4	65	0.00193216610683392	Pons	Pons	Microglia	1	MiG	Pons
PnEN	4	85	0.00179264383330521	Pons	Pons	Microglia	1	MiG	Pons
CA1U-CA2U-CA3U	4	2	5.27551370314684e-05	Hippocampus	Hippocampus	Microglia	1	MiG	HC
MN	4	86	0.0030545196235127	Hypothalamus	Hypothalamus	Microglia	1	MiG	HTH
GPi	4	12	0.000353273669335846	BasalForebrain	Basal_Forebrain	Microglia	1	MiG	BasFB
IO	4	49	0.0022754713476363	Myelencephalon	Medulla	Microglia	1	MiG	Medul
Pul	4	2	4.30542699072181e-05	Thalamus	Thalamus	Microglia	1	MiG	Thal
PnRF	4	31	0.000626110841816125	Pons	Pons	Microglia	1	MiG	Pons
ETH	4	3	0.000123319768158836	Thalamus	Thalamus	Microglia	1	MiG	Thal
MoSR	4	16	0.00117448432797475	Myelencephalon	Medulla	Microglia	1	MiG	Medul
IC	4	10	0.000309540023525042	Midbrain	Midbrain	Microglia	1	MiG	MidB
CBV	4	1	1.39132370537329e-05	Cerebellum	Cerebellum	Microglia	1	MiG	CBL
PAG	4	19	0.000562229981653548	Midbrain	Midbrain	Microglia	1	MiG	MidB
MoRF-MoEN	4	2	8.65051903114187e-05	Myelencephalon	Medulla	Microglia	1	MiG	Medul
MoAN	4	31	0.00113928702682837	Myelencephalon	Medulla	Microglia	1	MiG	Medul
SN	4	12	0.000201663725737333	Midbrain	Midbrain	Microglia	1	MiG	MidB
HTHma	4	8	0.000792157639370235	Hypothalamus	Hypothalamus	Microglia	1	MiG	HTH
BNST	4	1	2.86262273494976e-05	Amygdala	Amygdala	Microglia	1	MiG	Amyg
CA4C-DGC	4	6	0.000106445260524775	Hippocampus	Hippocampus	Microglia	1	MiG	HC
CEN	4	1	2.34197522190215e-05	Amygdala	Amygdala	Microglia	1	MiG	Amyg
SN-RN	4	3	6.10873549175321e-05	Midbrain	Midbrain	Microglia	1	MiG	MidB
A38	4	3	7.96982094468944e-05	CerebralCortex	Temporal_cortex	Microglia	1	MiG	TempCx
Pu	4	1	2.90562529056253e-05	BasalForebrain	Basal_Forebrain	Microglia	1	MiG	BasFB
PnAN	4	6	0.000256970319928048	Pons	Pons	Microglia	1	MiG	Pons
VA	4	2	0.000233290563396711	Thalamus	Thalamus	Microglia	1	MiG	Thal
DGU-CA4Upy	4	2	5.65770862800566e-05	Hippocampus	Hippocampus	Microglia	1	MiG	HC
CBL	4	1	3.56786071071785e-05	Cerebellum	Cerebellum	Microglia	1	MiG	CBL
MG	4	2	0.000140587656403768	Thalamus	Thalamus	Microglia	1	MiG	Thal
CA2U-CA3U	4	3	0.000240751143567932	Hippocampus	Hippocampus	Microglia	1	MiG	HC
HTHma-HTHtub	4	2	0.000106791969243913	Hypothalamus	Hypothalamus	Microglia	1	MiG	HTH
DTg	4	5	0.000191607587660471	Pons	Pons	Microglia	1	MiG	Pons
CA1R-CA2R-CA3R	4	1	3.48140927447431e-05	Hippocampus	Hippocampus	Microglia	1	MiG	HC
SEP	4	5	0.000122503981379395	BasalForebrain	Basal_Forebrain	Microglia	1	MiG	BasFB
PB	4	2	8.27985924239288e-05	Pons	Pons	Microglia	1	MiG	Pons
TH-TL	4	2	4.91678344027337e-05	CerebralCortex	Limbic_cortex	Microglia	1	MiG	LimCx
Pir	4	2	5.41403860209523e-05	CerebralCortex	Paleo_cortex	Microglia	1	MiG	PalCx
CMN	4	3	7.82656335603037e-05	Amygdala	Amygdala	Microglia	1	MiG	Amyg
CoA	4	3	0.000278344776396363	Amygdala	Amygdala	Microglia	1	MiG	Amyg
SC	4	5	0.000167184939980607	Midbrain	Midbrain	Microglia	1	MiG	MidB
MTG	4	1	9.3195776367415e-06	CerebralCortex	Temporal_cortex	Microglia	1	MiG	TempCx
CbDN	4	1	1.92141416082237e-05	Cerebellum	Cerebellum	Microglia	1	MiG	CBL
LG	4	2	4.09366300966104e-05	Thalamus	Thalamus	Microglia	1	MiG	Thal
RN	4	2	0.000424268137462877	Midbrain	Midbrain	Microglia	1	MiG	MidB
LEC	4	1	3.0539013589861e-05	CerebralCortex	Temporal_cortex	Microglia	1	MiG	TempCx
PAG-DR	4	1	7.09521782318717e-05	Midbrain	Midbrain	Microglia	1	MiG	MidB
HTHpo-HTHso	4	1	4.99325910021471e-05	Hypothalamus	Hypothalamus	Microglia	1	MiG	HTH
ANC	4	1	3.19417382693966e-05	Thalamus	Thalamus	Microglia	1	MiG	Thal
LP	4	1	3.82087727342198e-05	Thalamus	Thalamus	Microglia	1	MiG	Thal
CaB	4	1	3.060162800661e-05	BasalForebrain	Basal_Forebrain	Microglia	1	MiG	BasFB
Sub	4	1	2.40569668976135e-05	Hippocampus	Hippocampus	Microglia	1	MiG	HC
SEP	5	146	0.00357711625627833	BasalForebrain	Basal_Forebrain	Microglia	2	MiG	BasFB
MoAN	5	207	0.00760749724366042	Myelencephalon	Medulla	Microglia	2	MiG	Medul
MoRF-MoEN	5	11	0.000475778546712803	Myelencephalon	Medulla	Microglia	2	MiG	Medul
DGR-CA4Rpy	5	196	0.00658159838817999	Hippocampus	Hippocampus	Microglia	2	MiG	HC
DGR-CA4	5	1	9.60522524253194e-05	Hippocampus	Hippocampus	Microglia	2	MiG	HC
Pul	5	10	0.00021527134953609	Thalamus	Thalamus	Microglia	2	MiG	Thal
CA1R-CA2R-CA3R	5	109	0.00379473610917699	Hippocampus	Hippocampus	Microglia	2	MiG	HC
ETH	5	3	0.000123319768158836	Thalamus	Thalamus	Microglia	2	MiG	Thal
A38	5	2	5.3132139631263e-05	CerebralCortex	Temporal_cortex	Microglia	2	MiG	TempCx
SpC	5	2	8.26787928896238e-05	SpinalCord	SpC	Microglia	2	MiG	SC
MoSR	5	12	0.000880863245981061	Myelencephalon	Medulla	Microglia	2	MiG	Medul
SN	5	3	5.04159314343333e-05	Midbrain	Midbrain	Microglia	2	MiG	MidB
PnEN	5	4	8.43597098025983e-05	Pons	Pons	Microglia	2	MiG	Pons
CM-Pf	5	1	4.10610166707728e-05	Thalamus	Thalamus	Microglia	2	MiG	Thal
HTHtub	5	5	0.000379564260229257	Hypothalamus	Hypothalamus	Microglia	2	MiG	HTH
SI	5	1	2.61745844784714e-05	BasalForebrain	Basal_Forebrain	Microglia	2	MiG	BasFB
ANC	5	2	6.38834765387932e-05	Thalamus	Thalamus	Microglia	2	MiG	Thal
DGU-CA4Upy	5	3	8.48656294200849e-05	Hippocampus	Hippocampus	Microglia	2	MiG	HC
LG	5	3	6.14049451449157e-05	Thalamus	Thalamus	Microglia	2	MiG	Thal
SC	5	3	0.000100310963988364	Midbrain	Midbrain	Microglia	2	MiG	MidB
IC	5	1	3.09540023525042e-05	Midbrain	Midbrain	Microglia	2	MiG	MidB
CA1U-CA2U-CA3U	5	3	7.91327055472027e-05	Hippocampus	Hippocampus	Microglia	2	MiG	HC
HTHso-HTHtub	5	3	0.000179072404942398	Hypothalamus	Hypothalamus	Microglia	2	MiG	HTH
Sub	5	2	4.81139337952271e-05	Hippocampus	Hippocampus	Microglia	2	MiG	HC
GPe	5	4	7.86936848317923e-05	BasalForebrain	Basal_Forebrain	Microglia	2	MiG	BasFB
LEC	5	1	3.0539013589861e-05	CerebralCortex	Temporal_cortex	Microglia	2	MiG	TempCx
GPi	5	3	8.83184173339614e-05	BasalForebrain	Basal_Forebrain	Microglia	2	MiG	BasFB
MD-Re	5	2	0.000149454491107458	Thalamus	Thalamus	Microglia	2	MiG	Thal
DTg	5	2	7.66430350641885e-05	Pons	Pons	Microglia	2	MiG	Pons
La	5	1	3.45017940932929e-05	Amygdala	Amygdala	Microglia	2	MiG	Amyg
BL	5	1	2.83406546691229e-05	Amygdala	Amygdala	Microglia	2	MiG	Amyg
PnAN	5	1	4.28283866546747e-05	Pons	Pons	Microglia	2	MiG	Pons
TH-TL	5	1	2.45839172013669e-05	CerebralCortex	Limbic_cortex	Microglia	2	MiG	LimCx
PAG-DR	5	1	7.09521782318717e-05	Midbrain	Midbrain	Microglia	2	MiG	MidB
CbDN	5	2	3.84282832164473e-05	Cerebellum	Cerebellum	Microglia	2	MiG	CBL
PnRF	5	2	4.03942478591049e-05	Pons	Pons	Microglia	2	MiG	Pons
STH	5	2	9.91965082829084e-05	Thalamus	Thalamus	Microglia	2	MiG	Thal
BNST	5	2	5.72524546989952e-05	Amygdala	Amygdala	Microglia	2	MiG	Amyg
CoA	5	3	0.000278344776396363	Amygdala	Amygdala	Microglia	2	MiG	Amyg
LP	5	1	3.82087727342198e-05	Thalamus	Thalamus	Microglia	2	MiG	Thal
Pir	5	1	2.70701930104762e-05	CerebralCortex	Paleo_cortex	Microglia	2	MiG	PalCx
PAG	5	2	5.91821033319524e-05	Midbrain	Midbrain	Microglia	2	MiG	MidB
MEC	5	2	3.97124816329772e-05	CerebralCortex	Temporal_cortex	Microglia	2	MiG	TempCx
NAC	5	1	3.31873091729723e-05	BasalForebrain	Basal_Forebrain	Microglia	2	MiG	BasFB
A13	5	1	2.86377044016152e-05	CerebralCortex	Frontal_cortex	Microglia	2	MiG	FrCx
A23	5	1	2.82813427981561e-05	CerebralCortex	Limbic_cortex	Microglia	2	MiG	LimCx
Cla	5	1	2.48972986430972e-05	BasalForebrain	Basal_Forebrain	Microglia	2	MiG	BasFB
CMN	5	1	2.60885445201012e-05	Amygdala	Amygdala	Microglia	2	MiG	Amyg
MTG	5	1	9.3195776367415e-06	CerebralCortex	Temporal_cortex	Microglia	2	MiG	TempCx
BM	5	1	3.21646831778707e-05	Amygdala	Amygdala	Microglia	2	MiG	Amyg
MN	5	1	3.55176700408453e-05	Hypothalamus	Hypothalamus	Microglia	2	MiG	HTH
STH	6	31	0.00153754587838508	Thalamus	Thalamus	Microglia	3	MiG	Thal
VLN	6	26	0.000959020323853786	Thalamus	Thalamus	Microglia	3	MiG	Thal
SN	6	141	0.00236954877741366	Midbrain	Midbrain	Microglia	3	MiG	MidB
TH-TL	6	40	0.000983356688054675	CerebralCortex	Limbic_cortex	Microglia	3	MiG	LimCx
CA1	6	174	0.00444478504099931	Hippocampus	Hippocampus	Microglia	3	MiG	HC
SpC	6	62	0.00256304257957834	SpinalCord	SpC	Microglia	3	MiG	SC
PN	6	58	0.00172408667994412	Pons	Pons	Microglia	3	MiG	Pons
CM	6	17	0.00131334981458591	Thalamus	Thalamus	Microglia	3	MiG	Thal
CbDN	6	85	0.00163320203669901	Cerebellum	Cerebellum	Microglia	3	MiG	CBL
CA3R	6	29	0.00359044199579052	Hippocampus	Hippocampus	Microglia	3	MiG	HC
SN-RN	6	70	0.00142537161474242	Midbrain	Midbrain	Microglia	3	MiG	MidB
BM	6	22	0.000707623029913155	Amygdala	Amygdala	Microglia	3	MiG	Amyg
PnAN	6	15	0.000642425799820121	Pons	Pons	Microglia	3	MiG	Pons
CEN	6	59	0.00138176538092227	Amygdala	Amygdala	Microglia	3	MiG	Amyg
DGU-CA4Upy	6	49	0.00138613861386139	Hippocampus	Hippocampus	Microglia	3	MiG	HC
GPi	6	172	0.00506358926048045	BasalForebrain	Basal_Forebrain	Microglia	3	MiG	BasFB
CA1R-CA2R-CA3R	6	35	0.00121849324606601	Hippocampus	Hippocampus	Microglia	3	MiG	HC
HTHma-HTHtub	6	7	0.000373771892353695	Hypothalamus	Hypothalamus	Microglia	3	MiG	HTH
LP	6	19	0.000725966681950176	Thalamus	Thalamus	Microglia	3	MiG	Thal
Pul	6	24	0.000516651238886617	Thalamus	Thalamus	Microglia	3	MiG	Thal
CA4C-DGC	6	161	0.0028562811574148	Hippocampus	Hippocampus	Microglia	3	MiG	HC
LEC	6	5	0.000152695067949305	CerebralCortex	Temporal_cortex	Microglia	3	MiG	TempCx
CA2U-CA3U	6	7	0.000561752668325175	Hippocampus	Hippocampus	Microglia	3	MiG	HC
A25	6	10	0.000264781422935367	CerebralCortex	Frontal_cortex	Microglia	3	MiG	FrCx
PB	6	22	0.000910784516663217	Pons	Pons	Microglia	3	MiG	Pons
MG	6	8	0.000562350625615071	Thalamus	Thalamus	Microglia	3	MiG	Thal
CA1C-CA3C	6	67	0.00181640730900613	Hippocampus	Hippocampus	Microglia	3	MiG	HC
VPL	6	6	0.000872473462265523	Thalamus	Thalamus	Microglia	3	MiG	Thal
PnRF	6	94	0.00189852964937793	Pons	Pons	Microglia	3	MiG	Pons
CBL	6	9	0.000321107463964607	Cerebellum	Cerebellum	Microglia	3	MiG	CBL
MD	6	15	0.000717154331612163	Thalamus	Thalamus	Microglia	3	MiG	Thal
HTHtub	6	11	0.000835041372504365	Hypothalamus	Hypothalamus	Microglia	3	MiG	HTH
Cla	6	58	0.00144404332129964	BasalForebrain	Basal_Forebrain	Microglia	3	MiG	BasFB
SEP	6	44	0.00107803503613867	BasalForebrain	Basal_Forebrain	Microglia	3	MiG	BasFB
GPe	6	70	0.00137713948455636	BasalForebrain	Basal_Forebrain	Microglia	3	MiG	BasFB
LP-VPL	6	36	0.00203850509626274	Thalamus	Thalamus	Microglia	3	MiG	Thal
STG	6	5	0.000123258967089856	CerebralCortex	Temporal_cortex	Microglia	3	MiG	TempCx
CM-Pf	6	26	0.00106758643344009	Thalamus	Thalamus	Microglia	3	MiG	Thal
A5-A7	6	7	0.000198356474922074	CerebralCortex	Parietal_cortex	Microglia	3	MiG	ParCx
MD-Re	6	17	0.00127036317441339	Thalamus	Thalamus	Microglia	3	MiG	Thal
PnEN	6	48	0.00101231651763118	Pons	Pons	Microglia	3	MiG	Pons
DGR-CA4Rpy	6	36	0.00120886501007388	Hippocampus	Hippocampus	Microglia	3	MiG	HC
Pu	6	9	0.000261506276150628	BasalForebrain	Basal_Forebrain	Microglia	3	MiG	BasFB
ANC	6	15	0.000479126074040949	Thalamus	Thalamus	Microglia	3	MiG	Thal
MoSR	6	7	0.000513836893488953	Myelencephalon	Medulla	Microglia	3	MiG	Medul
MTG	6	23	0.000214350285645055	CerebralCortex	Temporal_cortex	Microglia	3	MiG	TempCx
CaB	6	7	0.00021421139604627	BasalForebrain	Basal_Forebrain	Microglia	3	MiG	BasFB
Sub	6	31	0.00074576597382602	Hippocampus	Hippocampus	Microglia	3	MiG	HC
SC	6	4	0.000133747951984485	Midbrain	Midbrain	Microglia	3	MiG	MidB
MN	6	29	0.00103001243118451	Hypothalamus	Hypothalamus	Microglia	3	MiG	HTH
PAG	6	22	0.000651003136651477	Midbrain	Midbrain	Microglia	3	MiG	MidB
FI	6	7	0.000200291853844173	CerebralCortex	Frontal_cortex	Microglia	3	MiG	FrCx
SI	6	16	0.000418793351655542	BasalForebrain	Basal_Forebrain	Microglia	3	MiG	BasFB
M1C	6	4	3.43123799066703e-05	CerebralCortex	Frontal_cortex	Microglia	3	MiG	FrCx
BNST	6	13	0.000372140955543469	Amygdala	Amygdala	Microglia	3	MiG	Amyg
IO	6	37	0.00171821305841924	Myelencephalon	Medulla	Microglia	3	MiG	Medul
A40	6	2	5.12124548690241e-05	CerebralCortex	Parietal_cortex	Microglia	3	MiG	ParCx
BL	6	9	0.000255065892022106	Amygdala	Amygdala	Microglia	3	MiG	Amyg
DTg	6	7	0.00026825062272466	Pons	Pons	Microglia	3	MiG	Pons
RN	6	5	0.00106067034365719	Midbrain	Midbrain	Microglia	3	MiG	MidB
CA1U-CA2U-CA3U	6	29	0.000764949486956292	Hippocampus	Hippocampus	Microglia	3	MiG	HC
CBV	6	20	0.000278264741074658	Cerebellum	Cerebellum	Microglia	3	MiG	CBL
MoAN	6	23	0.000845277471517824	Myelencephalon	Medulla	Microglia	3	MiG	Medul
LG	6	11	0.000225151465531357	Thalamus	Thalamus	Microglia	3	MiG	Thal
A46	6	3	9.65717044905842e-05	CerebralCortex	Frontal_cortex	Microglia	3	MiG	FrCx
MoRF-MoEN	6	21	0.000908304498269896	Myelencephalon	Medulla	Microglia	3	MiG	Medul
Idg	6	13	0.000327488915759774	CerebralCortex	Temporal_cortex	Microglia	3	MiG	TempCx
CMN	6	10	0.000260885445201012	Amygdala	Amygdala	Microglia	3	MiG	Amyg
V2	6	3	9.19173968993198e-05	CerebralCortex	Occipital_cortex	Microglia	3	MiG	OccCx
MEC	6	8	0.000158849926531909	CerebralCortex	Temporal_cortex	Microglia	3	MiG	TempCx
V1C	6	5	0.000149325050770517	CerebralCortex	Occipital_cortex	Microglia	3	MiG	OccCx
HTHso-HTHtub	6	4	0.000238763206589865	Hypothalamus	Hypothalamus	Microglia	3	MiG	HTH
TF	6	2	6.26978902159942e-05	CerebralCortex	Temporal_cortex	Microglia	3	MiG	TempCx
VA	6	14	0.00163303394377697	Thalamus	Thalamus	Microglia	3	MiG	Thal
ACC	6	14	0.000435363995397581	CerebralCortex	Limbic_cortex	Microglia	3	MiG	LimCx
Ig	6	5	0.000128412563885251	CerebralCortex	Temporal_cortex	Microglia	3	MiG	TempCx
A13	6	2	5.72754088032303e-05	CerebralCortex	Frontal_cortex	Microglia	3	MiG	FrCx
CoA	6	17	0.00157728706624606	Amygdala	Amygdala	Microglia	3	MiG	Amyg
A43	6	8	0.000186767521128076	CerebralCortex	Parietal_cortex	Microglia	3	MiG	ParCx
PAG-DR	6	8	0.000567617425854974	Midbrain	Midbrain	Microglia	3	MiG	MidB
Pir	6	12	0.000324842316125714	CerebralCortex	Paleo_cortex	Microglia	3	MiG	PalCx
PTR	6	2	7.72946859903382e-05	Midbrain	Midbrain	Microglia	3	MiG	MidB
HTHma	6	2	0.000198039409842559	Hypothalamus	Hypothalamus	Microglia	3	MiG	HTH
IC	6	10	0.000309540023525042	Midbrain	Midbrain	Microglia	3	MiG	MidB
HTHpo-HTHso	6	5	0.000249662955010736	Hypothalamus	Hypothalamus	Microglia	3	MiG	HTH
A1C	6	2	6.09942055504727e-05	CerebralCortex	Temporal_cortex	Microglia	3	MiG	TempCx
S1C	6	4	0.000104744946056353	CerebralCortex	Parietal_cortex	Microglia	3	MiG	ParCx
La	6	4	0.000138007176373171	Amygdala	Amygdala	Microglia	3	MiG	Amyg
A35-A36	6	3	0.000126411596157087	CerebralCortex	Temporal_cortex	Microglia	3	MiG	TempCx
NAC	6	2	6.63746183459445e-05	BasalForebrain	Basal_Forebrain	Microglia	3	MiG	BasFB
A38	6	6	0.000159396418893789	CerebralCortex	Temporal_cortex	Microglia	3	MiG	TempCx
A32	6	7	0.000282167042889391	CerebralCortex	Frontal_cortex	Microglia	3	MiG	FrCx
ETH	6	8	0.000328852715090229	Thalamus	Thalamus	Microglia	3	MiG	Thal
A44-A45	6	1	2.61376408165399e-05	CerebralCortex	Frontal_cortex	Microglia	3	MiG	FrCx
ITG	6	2	6.77460876634374e-05	CerebralCortex	Temporal_cortex	Microglia	3	MiG	TempCx
DGR-CA4	6	3	0.000288156757275958	Hippocampus	Hippocampus	Microglia	3	MiG	HC
HTHpo	6	1	6.67601308498565e-05	Hypothalamus	Hypothalamus	Microglia	3	MiG	HTH
A29-A30	6	1	2.93444450965432e-05	CerebralCortex	Limbic_cortex	Microglia	3	MiG	LimCx
CA1-2R	6	2	0.000177541056369285	Hippocampus	Hippocampus	Microglia	3	MiG	HC
Pro	6	1	3.56493529642437e-05	CerebralCortex	Occipital_cortex	Microglia	3	MiG	OccCx
PnAN	7	494	0.0211572230074093	Pons	Pons	Microglia	4	MiG	Pons
CA4C-DGC	7	490	0.0086930296095233	Hippocampus	Hippocampus	Microglia	4	MiG	HC
GPe	7	3179	0.0625418060200669	BasalForebrain	Basal_Forebrain	Microglia	4	MiG	BasFB
SN-RN	7	2007	0.040867440439829	Midbrain	Midbrain	Microglia	4	MiG	MidB
SN	7	3573	0.0600453743382909	Midbrain	Midbrain	Microglia	4	MiG	MidB
SEP	7	286	0.00700722773490139	BasalForebrain	Basal_Forebrain	Microglia	4	MiG	BasFB
IC	7	157	0.00485977836934316	Midbrain	Midbrain	Microglia	4	MiG	MidB
PnRF	7	2194	0.044312489901438	Pons	Pons	Microglia	4	MiG	Pons
GPi	7	7228	0.212788506829958	BasalForebrain	Basal_Forebrain	Microglia	4	MiG	BasFB
PN	7	710	0.021105199013109	Pons	Pons	Microglia	4	MiG	Pons
MN	7	1245	0.0442194992008524	Hypothalamus	Hypothalamus	Microglia	4	MiG	HTH
CEN	7	104	0.00243565423077824	Amygdala	Amygdala	Microglia	4	MiG	Amyg
CA1R-CA2R-CA3R	7	255	0.00887759364990948	Hippocampus	Hippocampus	Microglia	4	MiG	HC
IO	7	481	0.0223367697594502	Myelencephalon	Medulla	Microglia	4	MiG	Medul
DGU-CA4Upy	7	367	0.0103818953323904	Hippocampus	Hippocampus	Microglia	4	MiG	HC
ETH	7	56	0.0023019690056316	Thalamus	Thalamus	Microglia	4	MiG	Thal
MTG	7	301	0.00280519286865919	CerebralCortex	Temporal_cortex	Microglia	4	MiG	TempCx
HTHma-HTHtub	7	114	0.00608714224690303	Hypothalamus	Hypothalamus	Microglia	4	MiG	HTH
PB	7	397	0.0164355205961499	Pons	Pons	Microglia	4	MiG	Pons
CbDN	7	2159	0.0414833317321549	Cerebellum	Cerebellum	Microglia	4	MiG	CBL
LP-VPL	7	156	0.00883352208380521	Thalamus	Thalamus	Microglia	4	MiG	Thal
VLN	7	295	0.0108811921360333	Thalamus	Thalamus	Microglia	4	MiG	Thal
PTR	7	89	0.00343961352657005	Midbrain	Midbrain	Microglia	4	MiG	MidB
RN	7	103	0.0218498090793381	Midbrain	Midbrain	Microglia	4	MiG	MidB
Cla	7	241	0.00600024897298643	BasalForebrain	Basal_Forebrain	Microglia	4	MiG	BasFB
Pu	7	75	0.0021792189679219	BasalForebrain	Basal_Forebrain	Microglia	4	MiG	BasFB
MoRF-MoEN	7	448	0.0193771626297578	Myelencephalon	Medulla	Microglia	4	MiG	Medul
CM-Pf	7	245	0.0100599490843393	Thalamus	Thalamus	Microglia	4	MiG	Thal
CBV	7	228	0.00317221804825111	Cerebellum	Cerebellum	Microglia	4	MiG	CBL
SpC	7	675	0.027904092600248	SpinalCord	SpC	Microglia	4	MiG	SC
MD	7	94	0.00449416714476955	Thalamus	Thalamus	Microglia	4	MiG	Thal
STH	7	529	0.0262374764408293	Thalamus	Thalamus	Microglia	4	MiG	Thal
CA1	7	110	0.00280992157764324	Hippocampus	Hippocampus	Microglia	4	MiG	HC
MD-Re	7	26	0.00194290838439695	Thalamus	Thalamus	Microglia	4	MiG	Thal
V1C	7	44	0.00131406044678055	CerebralCortex	Occipital_cortex	Microglia	4	MiG	OccCx
A1C	7	47	0.00143336383043611	CerebralCortex	Temporal_cortex	Microglia	4	MiG	TempCx
CA3R	7	54	0.00668565061285131	Hippocampus	Hippocampus	Microglia	4	MiG	HC
